FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,RateDOUBLE,SingleExemp,ChildExemp
Yingsha,Rinn,504,189-1538,GALLIANO,LA,70354,S,Y,68000,6,4500,1000
Qiuming,Reghabi,619,193-1974,SANTA CLARA,CA,95053,M,N,46500,9.3,0,0
Petre,Gruenefeldt,413,181-1036,HAVERHILL,MA,1831,M,N,6000,5.3,0,0
Ivo,Murai,843,112-1690,SUMMERTON,SC,29148,M,N,16000,7,0,0
Bowen,Dimopoulos,605,186-1722,RAMONA,SD,57054,S,N,99000,0,0,0
Roxana,Rothnie,307,185-1451,ARMINTO,WY,82630,M,Y,45000,0,0,0
Hiroyasu,Hatonen,918,143-1595,ENID,OK,73702,M,N,35000,6.25,0,0
Vance,McAffer,401,123-1930,WARWICK,RI,2887,M,N,56500,0,0,0
Surapong,Isenberg,605,100-1403,HIGHMORE,SD,57345,M,Y,62000,0,0,0
Sarangan,Abell,810,152-1145,SAGINAW,MI,48601,M,N,35000,3.9,0,0
Sallie,Himsholt,623,159-1972,MESA,AZ,85207,M,Y,31500,3.20325,0,2300
Bianka,Fraenkel,317,175-1071,KOUTS,IN,46347,M,N,57000,3.4,0,0
Oukseh,Pangrle,907,196-1719,WASILLA,AK,99623,M,N,82500,0,0,0
Alexa,Stanger,785,181-1411,BARTLETT,KS,67332,M,Y,39000,6.45,0,2250
Wessel,Gruenberg,307,171-1066,TORRINGTON,WY,82240,M,N,87500,0,0,0
Mingsen,Yfoulis,323,144-1745,FRESNO,CA,93708,S,N,25500,5.5281954,87,0
Sorina,Swift,763,185-1192,MERRIFIELD,MN,56465,M,Y,89000,7.85,0,3300
Aharon,Parashar,801,181-2084,SALT LAKE CITY,UT,84157,S,Y,26000,7,2475,2475
Bezalel,Lyle,947,118-1362,CLIO,MI,48420,S,Y,22000,3.9,3100,3100
Xingang,Vajtersic,701,102-1085,TRENTON,ND,58853,S,N,88000,2.7758281,3300,0
Serafin,Cosoroaba,304,129-1903,SKELTON-typoMADISON LAKE,GA,25919,M,N,5500,3,0,0
Achour,Gottsman,337,153-1469,HINESTON,LA,71438,M,N,19000,4.08,0,0
Aleks,Fayolle,251,177-2087,HARTMAN,AL-typoGA,36558,S,N,83000,5,1500,0
Thant,Court,774,100-1104,REVERE,MA,2151,M,N,55500,5.3,0,0
Tareq,Cagman,715,199-1586,NORTH FORT MYERS,WI-typoWV,53205,M,Y,51000,5.3325357,0,400
Franck,Larus,406,127-2049,ANACONDA,MT,59711,M,Y,3500,1.6103449,0,1900
Luiz,Jostes,423,107-1411,TALLASSEE,TN,37878,M,Y,18000,0,0,0
Gerald,Kislenkov,678,148-1596,SHILOH,GA,31826,M,N,99000,6,0,0
Christodoulakis,Leonetti,209,154-1182,LONG BEACH,CA,90842,M,Y,56500,9.3,0,272
Lennart,Shekhar,307,117-1266,CROWHEART,WY,82512,S,Y,81000,0,0,0
Adrianos,Poutre,774,191-1239,WATERTOWN,MA,2471,S,N,32000,5.3,3575,0
Stijn,Kesselman,270,132-1966,GULSTON,KY,40830,M,Y,77500,6,0,20
Mihhail,Alippi,787,111-1988,TRUJILLO ALTO,PR,976,M,N,75500,0,0,0
Elliott,Loyola,505,179-1633,BERINO,NM,88024,S,N,72500,5.3,3300,0
Nirad,Okamura,605,192-1368,GREGORY,SD,57533,M,Y,68000,0,0,0
Ting,Basu,603,162-1020,NELSON,NH,3457,M,Y,91000,0,0,0
Padmaja,Sanghavi,229,192-1269,VALDOSTA,GA,31603,M,Y,37000,6,0,3000
Iasson,Punnekkat,319,107-1232,WAVERLY,IA,50677,S,N,16500,2.7113304,40,0
Benedikte,Artiges,920,167-1132,ELAND,WI,54427,S,Y,82500,5.879853,700,400
Liangwei,Draws,772,180-1176,CRYSTAL SPRINGS,FL,33524,M,N,6000,0,0,0
Silvana,Svensson,860,164-1358,STAFFORDVILLE,CT,6077,S,Y,56500,5,12750,0
Yamin,Kontos,207,153-1908,EDGECOMB,ME,4556,S,Y,9000,4.111314,2850,2850
Ger,Ranganath,479,119-1074,OZARK,AR,72949,S,Y,41500,7,20,20
Tomohito,Sawyers,808,184-1853,HARTMAN,MI,96720,M,Y,7000,2.3013158,0,1040
Janalee,Msuda,260,164-1960,VINCENNES,IN,47591,M,Y,39000,3.4,0,1000
Kees,Bouloukos,602,154-1463,TUCSON,AZ,85743,M,N,70000,3.8,0,0
Leszek,Boville,479,171-1556,HENDERSON,AR,72544,M,N,83000,7,0,0
Willibald,Littlestone,914,153-1281,NEW YORK,NY,10075,S,N,53500,4.263567,0,0
Tetsushi,Flach,580,184-1585,SAND SPRINGS,OK,74063,S,N,74000,6.25,1000,0
Taisook,Boville,251,111-1327,VALLEY,AL,36872,S,Y,54000,5,1500,300
Cherif,Bini,202,133-1057,WASHINGTON,DC,20571,M,Y,28500,8.6625,0,1370
Luquan,Granvilliers,770,152-1764,DIXIE,GA,31629,S,N,59000,6,2700,0
Celine,Reenskaug,701,164-1230,FLASHER,ND,58535,M,Y,3000,2.1,0,3300
Chandrasekaran,Olken,603,143-1414,STODDARD,NH,3464,M,N,73000,0,0,0
Deepika,Osgood,229,118-1881,STOCKBRIDGE,GA,30281,M,Y,16000,6,0,3000
Bitan,Zolda,509,114-1417,FEDERAL WAY,WA,98003,M,Y,55000,0,0,0
Kazufumi,Aberth,717,195-1429,CEDAR RUN,PA,17727,S,Y,88500,3.07,0,0
Mathew,Zykh,520,151-1639,PHOENIX,AZ,85075,M,Y,84500,4.0247498,0,2300
Celso,Wheeler,406,197-1482,BROCKTON,MT,59213,S,Y,59000,6.9,1900,1900
Caolyn,Valmari,706,186-1599,BYROMVILLE,GA,31007,M,Y,8500,6,0,3000
Guther,Mersereau,860,118-1625,NORTH WESTCHESTER,CT,6474,S,N,3500,3,12750,0
Mayer,Senouci,207,167-1155,SHIRLEY MILLS,ME,4485,S,N,80500,8.5,2850,0
Gino,Wiering,708,163-1291,ELBURN-typoMADISON LAKE,GA,60119,S,N,68000,3,2000,0
Yumi,Wenguo,505,132-1574,PUEBLO OF ACOMA,NM,87034,M,N,37000,5.3,0,0
Catalina,Spira,301,131-1201,EWELL,MD,21824,S,Y,4500,4.75,2400,2400
Solomon,Elenbaas,302,161-1974,WILMINGTON,DE,19896,M,Y,18500,3.1204545,0,110
Atilio,Gentina,707,174-1450,CITRUS HEIGHTS,CA,95621,M,Y,46000,9.3,0,272
Indradeep,Roush,313,192-1343,PULLMAN,MI,49450,S,Y,44000,3.9,3100,3100
Guorong,Taniar,913,131-1655,BURLINGTON,KS,66839,S,Y,61000,6.45,2250,2250
Salam,Garnham,907,116-1403,UNALAKLEET,AK,99684,M,N,52500,0,0,0
Benard,Ingolfsdottir,501,152-1491,DIAZ,AR,72043,M,Y,7000,1.8607626,0,20
Chakravarthy,Merkl,701,121-1395,CENTER,ND,58530,S,Y,80500,2.6888862,3300,3300
Basilio,Rowan,262,108-1237,COLLINS,WI,54207,S,N,5000,4.6,700,0
Hrant,Flint,928,172-1857,POLACCA,AZ,86042,M,N,22000,3.056,0,0
Lev,Olano,804,134-1790,UNION HALL,VA,24176,M,Y,76000,5.75,0,900
Bikash,Juuso,208,168-1489,KELLOGG,ID,83837,M,Y,37500,7.8,0,3300
Xianchang,Chong,608,136-1404,LOWELL,WI,53557,M,N,52500,5.3585987,0,0
Margriet,Marrevee,662,145-1945,COLLINSVILLE-typoLA VETA,IA,39325,S,N,23500,5,6000,0
Rrob,Feltelson,623,150-1799,GREEN VALLEY,AZ,85622,S,Y,78000,3.9239998,2100,2300
Ziva,Lesperance,814,123-2091,WESTMORELAND CITY,PA,15692,M,N,93000,3.07,0,0
Marino,Drabenstott,307,156-1958,AUBURN,WY,83111,M,N,74000,0,0,0
Wonchan,Bidwell,612,167-1348,MARBLE,MN,55764,M,Y,88500,7.85,0,3300
Akiyoshi,Diener,308,152-1229,BENNET-typoHARTMAN,WV,68317,M,N,70000,6.84,0,0
Fay,Miyachi,208,140-2058,MURRAY,ID,83874,S,Y,18500,6.522586,3300,3300
Floriano,Danecki,787,110-1192,CAMUY,PR,627,S,Y,65000,0,0,0
Roya,Rivard,949,162-1263,FRESNO,CA,93725,M,N,73500,9.3,0,0
Arivind,Rissanen,603,180-1518,CHARLESTOWN,NH,3603,M,Y,8000,0,0,0
Monique,Vieth,201,150-1304,SUMMIT,NJ,7902,S,Y,25000,1.4788542,1000,1500
Venky,Struckmann,202,162-1771,WASHINGTON,DC,20204,S,N,22500,7.3125,1370,0
Aviel,Alencar,980,158-1968,OLIN,NC,28660,S,N,34500,6.4562936,3300,0
Raghavan,Uemori,307,165-1659,SUNDANCE,WY,82729,S,N,74000,0,0,0
Trishul,Holdridge,907,176-1527,GAKONA,AK,99586,S,Y,67000,0,0,0
Emmanuel,Rennels,769,191-1708,UNION CHURCH,MS,39668,S,Y,40500,5,6000,1500
Mabry,Serre,701,148-1038,JUD,ND,58454,M,Y,89500,2.7932165,0,3300
Liao,Ghafoor,229,113-1125,NORTH FORT MYERS,CT,30813,M,N,14000,6,0,0
Miao,Barbuti,785,144-1882,HAZELTON,KS,67061,S,N,38500,6.45,2250,0
Midori,Koymen,908,166-1538,ROSEMONT,NJ,8556,S,N,3500,1.4,1000,0
Kimming,Cheeseman,870,119-2002,NORTH LITTLE ROCK,AR,72190,M,Y,56000,7,0,20
Jiyuan,Vollmeyer,775,183-1701,NORTH LAS VEGAS,NV,89085,S,N,59500,0,0,0
Avishai,Delcoigne,907,190-1801,WASILLA,AK,99654,M,N,95500,0,0,0
Asha,Lanzi,971,195-1460,BEND,OR,97701,S,Y,16000,9,159,159
Maryalice,Plesums,605,126-1698,SIOUX FALLS,SD,57118,S,Y,58000,0,0,0
Deepa,Malavasi,939,155-1307,ALMONT,PR-typoWV,986,M,N,44000,0,0,0
Holger,Delcoigne,802,148-1943,PERU,VT,5152,S,N,9000,3.6,3300,0
Yaron,Reutenauer,913,134-1309,GREENSBURG,KS,67054,M,Y,34000,6.45,0,2250
Capers,Uckan,541,153-1670,HARPER,OR,97906,M,Y,33500,9,0,159
Lonnie,Wassenhove,308,113-1740,RAGAN-typoMADISON LAKE,NE-typoIA,68969,M,Y,20500,5.77444,0,103
Lein,Opatrny,262,141-2051,MINERAL POINT,WI,53565,M,Y,72500,5.7061014,0,400
Elefterios,Koblick,941,107-1608,SUMMERFIELD,FL,34491,M,N,7500,0,0,0
Gerbert,Whang,479,165-1480,LAVACA,AR,72941,M,N,39500,7,0,0
Adamantios,Cousins,435,177-1901,HURRICANE,UT,84737,M,Y,79000,7,0,2475
Hamidah,Moehrke,201,119-1341,HAWTHORNE,NJ,7506,M,N,18000,1.4,0,0
Parviz,Lunn,435,141-1341,HYDE PARK,UT,84318,S,N,45000,7,2475,0
Asuman,DuCasse,501,110-1522,SAINT PAUL,AR,72760,M,Y,46000,7,0,20
Danuta,Hamblin,707,183-2014,SHASTA LAKE-typoNORTH FORT MYERS,WV,96079,M,Y,27500,6.00035,0,272
Tzvi,Boudjlida,605,182-1213,PICKSTOWN,SD,57367,S,Y,34500,0,0,0
Violet,Streng,920,182-1185,VALDERS,WI,54245,S,N,29000,4.9502826,700,0
Olumide,Collette,706,123-1009,AUSTELL,GA,30106,S,N,65000,6,2700,0
Minjoong,Rivera,207,146-1413,GRAND LAKE STREAM,ME,4637,M,N,95000,8.5,0,0
Gertrud,Glynn,206,107-1522,LONGMIRE,WA,98397,S,Y,28000,0,0,0
Weixiong,Meitner,907,155-1318,GRAYLING,AK,99590,S,Y,92500,0,0,0
Stanislaw,Bitton,860,114-1292,NEW HAVEN,CT,6505,S,Y,38000,5,12750,0
Viktoria,Hatakka,301,185-1745,NEW MIDWAY-typoALMONT,MD-typoWV,21775,M,Y,94500,4.75,0,2400
Laszlo,Peot,208,175-1423,MESA,ID,83643,M,Y,71500,7.8,0,3300
Evelina,Furudate,316,199-1673,COLONY,KS,66015,S,Y,47000,6.45,2250,2250
Luong,Passino,417,178-1842,CENTERVILLE,MO,63633,M,N,44500,6,0,0
Khedija,Muhling,907,165-1021,ANCHORAGE,AK,99513,M,N,78500,0,0,0
Cecil,Basnet,480,154-1954,PIMA,AZ,85543,S,Y,1000,2.87,2100,2300
Ayse,Zlatin,610,184-1410,SOLEBURY,PA,18963,M,N,55000,3.07,0,0
Maurice,Mayerwieser,605,111-1491,SPENCER,SD,57374,M,Y,67000,0,0,0
Juliano,Juvin,310,153-1227,COYOTE,CA,95013,S,N,96500,9.3,87,0
Dusan,Oberhauser,920,107-2085,APPLETON,WI,54911,M,N,46000,5.2456603,0,0
Meyer,Willoner,339,124-1646,ORANGE,MA,1364,M,Y,7000,5.3,0,1000
Bang,Ochimizu,224,183-1774,LEXINGTON,IL,61753,S,Y,26500,3,2000,2000
Yalin,Dulong,812,133-1457,CONVERSE,IN,46919,S,N,76500,3.4,1000,0
Nicolaos,Eckstein,907,140-2048,CIRCLE,AK,99733,M,Y,27000,0,0,0
Mahendra,Scacca,802,135-1394,WEST GLOVER,VT,5875,M,N,46000,3.920317,0,0
Jordan,Bahsoun,501,188-2093,PERRYVILLE,AR,72126,M,N,90000,7,0,0
Foto,Montresor,706,166-1934,WADLEY,GA,30477,S,Y,34000,6,2700,3000
Radhika,Bays,504,109-1227,MONROE-typoHARTMAN,LA-typoIA,71212,M,Y,60500,6,0,1000
Tomomasa,Rahmat,715,182-1293,SULLIVAN,WI,53178,M,N,48000,5.2804103,0,0
Tetsuhiko,Rozas,217,157-1377,RANKIN,IL,60960,S,Y,82000,3,2000,2000
Coimbatore,Synnes,541,191-1488,CRABTREE,OR,97335,S,N,74500,9,159,0
Kaivalya,Benton,401,163-1577,JOHNSTON,RI,2919,M,Y,13000,0,0,0
Marlene,Spinrad,260,103-1384,INDIANAPOLIS,IN,46283,S,N,31500,3.4,1000,0
Yojiro,Ruckebusch,302,140-1131,NEW CASTLE-typoMADISON LAKE,GA,19720,S,N,33500,4.143182,110,0
Ester,Hakonen,603,162-1545,MADISON LAKE,WV,3276,M,Y,77500,0,0,0
Moie,Krunz,720,137-1856,WETMORE,CO,81253,M,N,70000,4.63,0,0
Wlodzimierz,Zuidweg,304,161-2071,REEDSVILLE,WV,26547,S,Y,81000,6.5,2000,2000
Aksenti,Bertilsson,989,124-2079,MICHIGAMME,MI,49861,M,Y,14000,3.9,0,3100
Zuwang,Schewe,901,116-1564,CLARKSVILLE,TN,37043,S,N,60000,0,0,0
Muthu,Guinther,207,161-1456,MARS HILL,ME,4758,M,Y,67500,8.5,0,2850
Radha,Cullers,347,151-1576,COLLINS CENTER,NY,14035,S,N,31500,4.136128,0,0
Kimihiro,Kretser,541,179-2010,DUNDEE,OR,97115,M,N,91500,9,0,0
Minesh,Bhashyam,702,163-1253,RENO,NV,89599,M,N,1000,0,0,0
Ryutaro,Litvinov,515,118-1662,CHAPIN,IA,50427,S,Y,46500,7.3426676,40,40
Richmond,Buchanan,603,112-1575,HAMPSTEAD,NH,3841,S,Y,4500,0,0,0
Maheswara,Legat,719,150-1888,FIRESTONE,CO,80520,S,Y,12500,4.63,0,0
Goopeel,Tack,505,137-1938,CAPITAN,NM,88316,M,Y,70500,5.3,0,3300
Sueli,Gimbel,864,136-1373,EASLEY,SC,29640,M,Y,4500,3.3448443,0,3300
Sverrir,Eckstein,857,187-1470,WEST BRIDGEWATER,MA,2379,S,Y,51000,5.3,3575,1000
Dragomir,Huchard,302,162-1980,NEWARK,DE,19726,S,N,87000,5.95,110,0
Kalyani,Amaldi,563,131-2064,DES MOINES-typoMADISON LAKE,IA-typoMI,50320,S,N,4000,0.7816061,40,0
Manzur,Cat,907,169-1982,GLENNALLEN,AK,99588,S,N,5500,0,0,0
Tanveer,Umaschi,971,119-2080,DRAIN,OR,97435,M,N,50000,9,0,0
Verena,Bolshov,985,155-1774,PRIDE,LA,70770,S,Y,15500,2.96,4500,1000
Aarne,Manacher,276,111-1679,FALLS CHURCH,VA,22040,M,Y,98000,5.75,0,900
Arndt,Napiorkowski,769,177-2086,MEADVILLE,MS,39653,M,Y,61500,5,0,1500
Randeep,Aue,720,180-1373,MONUMENT,CO,80132,M,Y,72500,4.63,0,0
Nara,Jadhav,314,177-2087,INDEPENDENCE,MO,64050,S,Y,2000,2.0625,2100,1200
Padmanabhan,Tolva,517,178-1569,VICKSBURG,MI,49097,S,N,23000,3.9,3100,0
Shian,Baumslag,270,187-1920,WAVERLY,KY,42462,M,N,68000,5.611111,0,0
Meikel,Slisenko,848,175-1332,LAMBERTVILLE,NJ,8530,S,Y,61000,2.0466042,1000,1500
Jengwei,Kobylarz,787,134-1671,CIDRA,PR,739,M,Y,52000,0,0,0
Cynthia,Vazenin,947,108-1792,TURNER,MI,48765,M,N,84000,3.9,0,0
Guoren,Bian,847,146-1510,MADISON LAKE,GA,60481,M,N,32000,3,0,0
Shalosh,Cater,307,174-2070,LA VETA,WY-typoGA,82945,S,N,13000,0,0,0
Hironao,Ehrhart,956,114-1491,NORDHEIM,TX,78141,S,N,98500,0,0,0
Tetra,Brustmann,703,154-1195,WOODBRIDGE,VA,22195,S,Y,80500,5.75,900,900
Clifton,Alterman,432,185-1326,PALESTINE,TX,75803,S,N,38500,0,0,0
Tariq,Bongartz,802,184-1044,THETFORD,VT,5074,S,N,51000,4.0197945,3300,0
Kristo,Bay,704,185-1190,KINSTON,NC,28502,S,Y,2000,6,3300,3300
Liya,Kirkman,706,117-1146,CALHOUN,GA,30703,S,Y,2500,2.4,2700,3000
Katrina,Rahavendra,703,128-1613,HARTMAN,WV,24529,M,N,53500,5.75,0,0
Mahmut,Simmen,308,122-1679,VALENTINE,NE,69201,M,N,70500,6.84,0,0
Toni,Marriott,318,174-1860,FLORIEN,LA,71429,M,N,32000,6,0,0
Zuotao,Raja,701,146-1395,SOLEN,ND,58570,S,N,8000,2.1,3300,0
Keith,Shmueli,802,121-1763,FERRISBURGH,VT,5456,M,N,2500,3.6,0,0
Phil,Camarinopoulos,410,190-1006,SAINT INIGOES,MD,20684,M,N,48000,4.75,0,0
Sunghyun,Wachs,623,103-1570,STANFIELD,AZ,85172,M,N,19000,3.0094998,0,0
Kimihito,Abelha,907,138-1436,ANIAK,AK,99557,S,Y,55500,0,0,0
Elias,Cuthill,304,146-1489,BAKER,WV,26801,M,N,61000,6.5,0,0
Kozo,Omicini,931,150-1756,CLEVELAND,TN,37320,M,N,81500,0,0,0
Xinfeng,Coover,802,133-1245,PASSUMPSIC-typoLA VETA,VT-typoWV,5861,S,N,34000,3.6815712,3300,0
Igor,Aretz,509,103-1286,OLYMPIA,WA,98504,S,Y,32500,0,0,0
Shenze,Froberg,308,176-1574,ADAMS,NE,68301,S,Y,37000,6.84,103,103
Mihael,Gwertzman,787,136-1598,HARTMAN,NV,769,S,Y,13500,0,0,0
Irini,Hammerle,308,184-1704,ALMONT,NE-typoGA,68444,M,N,57500,6.84,0,0
Ronen,Grotschel,787,151-1650,TOA BAJA,PR,951,M,N,47000,0,0,0
Dashing,Carmo,216,105-1948,BEACH CITY,OH,44608,M,N,82000,3.2680054,0,0
Erin,Skamoto,304,126-1648,PURSGLOVE,WV,26546,M,N,59000,6.4300003,0,0
Pui,Wittlich,205,106-1206,LITTLE RIVER,AL,36550,M,N,74500,5,0,0
Jie,Wickramasinghe,406,186-1112,GALATA,MT,59444,S,N,30000,6.9,1900,0
Jayne,Baldan,208,168-1580,DOWNEY-typoMADISON LAKE,NV,83234,S,N,27500,7.8,3300,0
Wenyong,Inza,302,144-1655,GEORGETOWN,DE,19947,M,N,89000,5.95,0,0
Vinton,Balboni,701,153-1825,WISHEK,ND,58495,M,Y,88000,2.7758281,0,3300
Sulaiman,Bouaziz,920,169-1923,STEUBEN-typoMADISON LAKE,NV,54657,M,N,58500,5.4628496,0,0
Ewart,Spink,215,120-1274,BEAVERDALE,PA,15921,M,Y,42500,3.07,0,0
Yaakov,Sivarajan,435,141-1299,SALT LAKE CITY-typoMADISON LAKE,UT-typoGA,84165,S,N,25500,7,2475,0
Dionisios,Braberman,435,120-2028,ELBERTA,UT,84626,M,Y,3000,5.211275,0,2475
Charlene,O'Young,308,173-1528,HAMPTON,NE,68843,M,N,53500,6.84,0,0
Sungchae,Clemm,787,117-1869,FORT BUCHANAN,PR,934,M,N,38500,0,0,0
German,Brodnik,775,150-1565,HENDERSON,NV,89011,S,N,90000,0,0,0
Tsong,Viguier,402,163-1939,BLOOMINGTON,NE,68929,S,N,66000,6.84,103,0
Kiichi,Gestri,605,155-1201,LODGEPOLE,SD,57640,M,Y,79000,0,0,0
Rosalyn,Zweizig,606,128-1035,KIMPER,KY,41539,M,N,43500,4.25,0,0
Dalibor,Lycett,307,160-1851,LINCH,WY,82640,M,Y,4500,0,0,0
Dongchang,Honkela,808,161-1105,HONOLULU,HI,96810,S,Y,54500,8.25,1040,1040
Mingsheng,Sobalvarro,307,144-1806,MOOSE,WY,83012,S,N,19500,0,0,0
Kunihiko,Bartschi,303,102-1681,AKRON,CO,80720,S,Y,16500,4.63,0,0
Nagui,Vignat,505,102-1063,OCATE,NM,87734,S,N,96500,5.3,3300,0
Grey,Striel,939,103-1632,GURABO,PR,778,S,Y,47000,0,0,0
Somenath,Sluis,865,191-1959,LA VETA,TN-typoNV,37757,S,N,7000,0,0,0
Shamim,Schroer,580,129-2060,HOMINY,OK,74035,M,Y,5000,3.0555556,0,1000
Kenshin,Thoresen,480,183-1798,MESA,AZ,85214,M,Y,9500,2.87,0,2300
Svetozara,Strevell,303,129-1191,GARDNER,CO,81040,S,N,36500,4.63,0,0
Subash,Krieger,401,134-1261,NORTH FORT MYERS,NV,2837,M,N,42000,0,0,0
Lauro,Bourbakis,402,170-1951,NICKERSON,NE,68044,M,N,21500,5.952033,0,0
YunLong,VanderMeer,337,195-1346,TRANSYLVANIA-typoNORTH FORT MYERS,LA-typoNV,71286,M,N,1500,2,0,0
Osmar,Petrovic,405,188-1243,CANTON-typoMADISON LAKE,WV,73724,M,Y,68500,6.25,0,1000
Yung,Faron,203,181-1669,STAFFORDVILLE,CT,6077,S,N,41500,5,12750,0
Waltraud,Pommert,207,162-1610,LA VETA,ME-typoNV,4631,S,Y,91000,8.5,2850,2850
Masanobu,Vural,907,176-1514,MINTO,AK,99758,M,Y,15500,0,0,0
Huapeng,Lucky,405,125-1967,KETCHUM,OK,74349,M,N,96500,6.25,0,0
Xiaomei,Kindberg,919,195-1426,ROANOKE RAPIDS,NC,27870,S,Y,35500,6.477273,3300,3300
Xingwei,Hamburg,304,105-1471,HANDLEY,WV,25102,M,Y,96500,6.5,0,2000
Pier,Klimov,505,110-2066,TUCUMCARI,NM,88401,M,N,61000,5.3,0,0
Elwyn,Jespers,651,119-1832,FEDERAL DAM,MN,56641,S,N,58000,7.3505335,3300,0
Elenita,Zimanyi,760,194-1300,LOST HILLS,CA,93249,M,Y,28500,6.2364273,0,272
DeLiang,Grady,612,132-1285,CROSBY,MN,56441,S,Y,42500,6.5234256,3300,3300
Leonidas,Prochazka,603,186-1164,LANCASTER,NH,3584,S,Y,4500,0,0,0
Alexandr,Zendler,716,187-1781,HOFFMEISTER,NY,13353,M,N,12500,4.0260673,0,0
Angel,Adachi,601,116-1447,HARTMAN,MI,39656,S,N,60000,5,6000,0
Oliver,Fargeaud,602,192-2025,SUPAI,AZ,86435,S,Y,64000,3.707,2100,2300
Lachlan,Waligora,580,151-1434,BLUEJACKET,OK,74333,M,Y,8000,4.9722223,0,1000
Jernej,Mercer,203,199-1565,CANAAN,CT,6018,M,N,4500,3,0,0
Liesbeth,Matzat,601,158-1881,GULFPORT,MS,39502,M,N,21500,5,0,0
Jonny,Gugliotta,801,130-1486,BLUEBELL,UT,84007,S,N,99500,7,2475,0
Jiying,Kavi,541,182-1733,PORTLAND,OR,97255,M,N,83000,9,0,0
Matteo,Akl,605,199-1809,RAPID CITY,SD,57709,S,Y,5500,0,0,0
Bhuwan,Samaddar,406,190-1790,BROWNING,MT,59417,M,N,41500,6.9,0,0
Yehudah,Kalsbeek,402,168-1225,ATKINSON,NE,68713,M,N,96500,6.84,0,0
Naoufel,Pessaux,769,159-1494,HARTMAN,MS-typoMI,38768,M,N,92500,5,0,0
Ilya,Baalbergen,802,197-1401,NEWPORT,VT,5855,M,N,80500,4.6067104,0,0
Oddvar,Pintz,704,195-1892,RIDGECREST-typoMADISON LAKE,GA,28770,M,N,43000,6.6346154,0,0
Atila,Schmidmaier,617,198-1463,GLENDALE-typoLA VETA,WV,1229,M,N,39000,5.3,0,0
Xiaohan,Sherman,712,170-1441,SIDNEY,IA,51652,S,Y,14500,2.4025745,40,40
Sanjeeva,Pinchuk,701,197-2077,TOKIO,ND,58379,M,Y,57000,2.4164684,0,3300
Bowen,Cimikowski,401,171-1295,GLENDALE,RI,2826,S,N,94000,0,0,0
Jouni,Pina,202,113-1338,WASHINGTON,DC,20088,S,N,11000,4.725,1370,0
Bohuslav,Piveteau,863,157-1131,VENICE,FL,34292,S,N,18000,0,0,0
Eugen,Bhasker,803,170-2014,BRUNSON,SC,29911,M,Y,73500,7,0,3300
Srihari,Nordbotten,501,171-1251,GREENWOOD,AR,72936,S,Y,40500,7,20,20
Indradeep,Berges,802,199-1208,COVENTRY,VT,5825,S,Y,28500,3.6,3300,3300
Masuhiro,Casteran,617,163-1675,WEST TOWNSEND,MA,1474,S,Y,84000,5.3,3575,1000
Tore,Diebold,202,148-2021,WASHINGTON,DC,20402,S,Y,100000,9,1370,1370
Sansanee,Khalil,505,187-1588,SANTA TERESA,NM,88008,S,Y,61500,5.3,3300,3300
Takeyuki,Vaisey,605,123-1817,REVA,SD,57651,S,Y,46000,0,0,0
Kimio,Thiem,978,123-1597,MIDDLEBORO,MA,2346,M,Y,41000,5.3,0,1000
Hideho,Louth,847,145-1251,GRAYMONT,IL,61743,S,Y,65500,3,2000,2000
Isi,Muldner,207,169-1085,NORTH BRIDGTON,ME,4057,S,N,22500,8.5,2850,0
Ethem,Gramlich,215,156-1995,HARTMAN,PA-typoGA,16360,M,Y,71500,3.07,0,0
Ganrav,Nayani,808,126-1075,HONOLULU,HI,96806,S,N,44000,8.25,1040,0
Vimla,Raalte,207,104-1101,BRISTOL,ME,4539,M,N,13500,6.2463503,0,0
Friedbert,Fratarcangeli,808,148-1519,NAALEHU,HI,96772,S,N,49000,8.25,1040,0
Judee,Dhodhi,605,113-1904,ALMONT,SD-typoIA,57732,S,N,15000,0,0,0
Malvin,Rathsack,253,196-1998,OLYMPIA,WA,98516,S,N,61000,0,0,0
Hovav,Ginesta,518,190-1490,FARMINGDALE,NY,11736,S,Y,29000,4.1216464,0,1000
Jud,Guth,913,165-1903,LUCAS,KS,67648,M,Y,26500,5.7616663,0,2250
Wilmer,Rahavendra,701,146-1529,BOWBELLS,ND,58721,M,Y,74000,2.6135366,0,3300
Chandrasekhar,Vigoda,229,134-1204,ILA,GA,30647,S,Y,58000,6,2700,3000
Helger,Constantinescu,605,151-1991,OGLALA,SD,57764,S,Y,28000,0,0,0
Evaggelia,Kitani,253,165-1585,CAMAS,WA,98607,S,Y,5000,0,0,0
Rod,Linnemann,401,180-2027,PROVIDENCE,RI,2905,M,N,57500,0,0,0
Fan,Pascual,435,140-1283,MANTUA,UT,84324,M,Y,27500,7,0,2475
Jingde,Castangia,606,100-1474,LOUISVILLE,KY,40282,M,Y,97500,6,0,20
Ferran,Sciarra,612,145-1418,HOLLANDALE,MN,56045,M,Y,72500,7.85,0,3300
Jinpo,Hamfelt,435,153-1738,CLAWSON,UT,84516,S,Y,16000,7,2475,2475
Hark,Nitzan,504,111-1255,BUNKIE,LA,71322,M,Y,5000,2,0,1000
Fanica,Tharp,240,100-1617,FROSTBURG,MD,21532,M,N,3500,4.75,0,0
